part_name,part_id,mpn_id,part_price,install_difficulty,install_time,symptoms,product_types,brand,availability,product_url
Refrigerator Dishwasher Tub Sound Shield Insulation,PS12070612,W11086533,,Really Easy ,15 - 30 mins ,Noisy,"Dishwasher, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS12070612-Whirlpool-W11086533-Dishwasher-Tub-Sound-Shield-Insulation.htm?SourceCode=18
Refrigerator Insulation,PS1632252,67003796,,Really Easy ,15 - 30 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS1632252-Whirlpool-67003796-Insulation.htm?SourceCode=18
Refrigerator Door Insulation,PS1526428,241688601,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS1526428-Frigidaire-241688601-Door-Insulation.htm?SourceCode=18
Refrigerator Evaporator Insulator,PS2358907,297078701,,N/A,N/A,N/A,"Freezer, Refrigerator.",Frigidaire,In Stock,https://www.partselect.com/PS2358907-Frigidaire-297078701-Evaporator-Insulator.htm?SourceCode=18
Refrigerator Insulation,PS12718355,5304521241,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS12718355-Frigidaire-5304521241-INSULATION.htm?SourceCode=18
Refrigerator Water Filter Insulation,PS4146925,DA62-02491A,,N/A,N/A,N/A,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4146925-Samsung-DA62-02491A-Water-Filter-Insulation.htm?SourceCode=18
Refrigerator Insulator Evap,PS2358908,297078801,,N/A,N/A,N/A,"Freezer, Refrigerator.",Frigidaire,Special Order,https://www.partselect.com/PS2358908-Frigidaire-297078801-Refrigerator-Insulator-Evap.htm?SourceCode=18
Refrigerator Insulation,PS11703000,W10749467,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11703000-Whirlpool-W10749467-INSULATION.htm?SourceCode=18
Refrigerator Duct Assembly Insulation,PS11707980,ADJ74092101,,N/A,N/A,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS11707980-LG-ADJ74092101-DUCT-ASSEMBLY-INSULATION.htm?SourceCode=18
Refrigerator Insulation,PS11727810,W10833346,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS11727810-Whirlpool-W10833346-INSULATION.htm?SourceCode=18
Refrigerator Crusher Blade (#3),PS12728804,241684109,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12728804-Frigidaire-241684109-Crusher-Blade-3.htm?SourceCode=18
Refrigerator Ice Crusher Fixed Blade,PS12728806,241684303,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12728806-Frigidaire-241684303-Refrigerator-Ice-Crusher-Fixed-Blade.htm?SourceCode=18
Refrigerator Blade,PS12731381,241684107,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12731381-Frigidaire-241684107-BLADE.htm?SourceCode=18
Refrigerator Blade,PS12731382,241684108,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12731382-Frigidaire-241684108-BLADE.htm?SourceCode=18
Refrigerator Blade - Middle,PS292309,WR17X1362,,A Bit Difficult ,15 - 30 mins ,N/A,Refrigerator.,GE,Special Order,https://www.partselect.com/PS292309-GE-WR17X1362-Blade-Middle.htm?SourceCode=18
Refrigerator Evaporator Fan Blade,PS4138288,DA31-00016A,,A Bit Difficult ,More than 2 hours ,N/A,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4138288-Samsung-DA31-00016A-Evaporator-Fan-Blade.htm?SourceCode=18
Refrigerator Blade,PS1137035,5308014583,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS1137035-Frigidaire-5308014583-BLADE.htm?SourceCode=18
Refrigerator Condensor Fan Blade,PS11738551,WP12587601,,N/A,N/A,N/A,"Refrigerator, Freezer.",Whirlpool,Special Order,https://www.partselect.com/PS11738551-Whirlpool-WP12587601-Condensor-Fan-Blade.htm?SourceCode=18
Refrigerator Blade,PS1148848,5304449102,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS1148848-Frigidaire-5304449102-BLADE.htm?SourceCode=18
Refrigerator Blade,PS12705838,5304519568,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS12705838-Frigidaire-5304519568-BLADE.htm?SourceCode=18
Refrigerator Chute,PS16660578,W11573761,,Easy ,30 - 60 mins ,Ice maker won’t dispense ice,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS16660578-Whirlpool-W11573761-CHUTE.htm?SourceCode=18
Refrigerator Chute,PS11738680,WP13005705,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738680-Whirlpool-WP13005705-Chute.htm?SourceCode=18
Refrigerator Dispenser Funnel Chute - Grey,PS11738681,WP13005706,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738681-Whirlpool-WP13005706-Dispenser-Funnel-Chute-Grey.htm?SourceCode=18
Refrigerator Deflector,PS4704374,W10261263,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS4704374-Whirlpool-W10261263-DEFLECTOR.htm?SourceCode=18
Refrigerator Chute,PS16227056,W11505385,,N/A,N/A,N/A,Refrigerator.,Whirlpool,On Order,https://www.partselect.com/PS16227056-Whirlpool-W11505385-CHUTE.htm?SourceCode=18
Refrigerator Chute Door,PS11740268,WP2305258,,Really Easy ,15 - 30 mins ,Ice maker won’t dispense ice | Door won’t open or close,Refrigerator.,Whirlpool,On Order,https://www.partselect.com/PS11740268-Whirlpool-WP2305258-Chute-Door.htm?SourceCode=18
Refrigerator Door-chute,PS11755750,WPW10504458,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11755750-Whirlpool-WPW10504458-DOOR-CHUTE.htm?SourceCode=18
Refrigerator Door-chute,PS11752700,WPW10317279,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS11752700-Whirlpool-WPW10317279-DOOR-CHUTE.htm?SourceCode=18
Refrigerator Chute,PS11738675,WP13005702B,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS11738675-Whirlpool-WP13005702B-Chute.htm?SourceCode=18
Refrigerator Chute,PS11743698,WP67006534,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS11743698-Whirlpool-WP67006534-Chute.htm?SourceCode=18
Refrigerator Starter,PS16620630,5304529507,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16620630-Frigidaire-5304529507-STARTER.htm?SourceCode=18
Refrigerator Starter,PS16555735,5304529285,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS16555735-Frigidaire-5304529285-STARTER.htm?SourceCode=18
Refrigerator Starter,PS12731487,5304522269,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12731487-Frigidaire-5304522269-STARTER.htm?SourceCode=18
Refrigerator Start Device,PS4704897,241941005,,Really Easy ,30 - 60 mins ,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS4704897-Frigidaire-241941005-Start-Device.htm?SourceCode=18
Refrigerator Starter,PS12584841,241941007,,N/A,N/A,N/A,Refrigerator.,Frigidaire,In Stock,https://www.partselect.com/PS12584841-Frigidaire-241941007-STARTER.htm?SourceCode=18
Refrigerator Start Relay,PS12071169,5304508629,,N/A,N/A,Will Not Start,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS12071169-Frigidaire-5304508629-Start-Relay.htm?SourceCode=18
Refrigerator Starter,PS1765256,241707709,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS1765256-Frigidaire-241707709-STARTER.htm?SourceCode=18
Refrigerator Starter Kit,PS8689550,5304491562,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS8689550-Frigidaire-5304491562-STARTER-KIT.htm?SourceCode=18
Refrigerator Starter,PS12727425,WR55X32224,,N/A,N/A,N/A,"Freezer, Refrigerator.",GE,In Stock,https://www.partselect.com/PS12727425-GE-WR55X32224-STARTER.htm?SourceCode=18
Refrigerator Starter,PS3408514,241941004,,N/A,N/A,N/A,Refrigerator.,Frigidaire,Special Order,https://www.partselect.com/PS3408514-Frigidaire-241941004-STARTER.htm?SourceCode=18
Refrigerator Badge Ge Assembly,PS6447742,WR04X10181,,N/A,N/A,N/A,"Refrigerator, Dishwasher, Water Heater, Range.",GE,In Stock,https://www.partselect.com/PS6447742-GE-WR04X10181-BADGE-GE-Assembly.htm?SourceCode=18
Refrigerator Plate,PS12348533,W11178521,,Easy ,15 - 30 mins ,N/A,"Range, Refrigerator, Microwave, Wall Oven.",Whirlpool,In Stock,https://www.partselect.com/PS12348533-Whirlpool-W11178521-Plate.htm?SourceCode=18
Refrigerator Plate,PS11769728,W10909682,,N/A,N/A,N/A,"Range, Microwave, Microwave Oven Combo, Dishwasher.",Whirlpool,In Stock,https://www.partselect.com/PS11769728-Whirlpool-W10909682-Plate.htm?SourceCode=18
Refrigerator Nameplate,PS9603878,DA64-04021C,,N/A,N/A,N/A,Refrigerator.,Samsung,On Order,https://www.partselect.com/PS9603878-Samsung-DA64-04021C-Nameplate.htm?SourceCode=18
Refrigerator Armature Kit,PS11737122,WR62X26536,,Easy ,30 - 60 mins ,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS11737122-GE-WR62X26536-ARMATURE-KIT.htm?SourceCode=18
Refrigerator Nameplate,PS2378726,242016301,,N/A,N/A,N/A,"Refrigerator, Freezer.",Frigidaire,In Stock,https://www.partselect.com/PS2378726-Frigidaire-242016301-NAMEPLATE.htm?SourceCode=18
Refrigerator Plate,PS11728019,W10839793,,N/A,N/A,N/A,"Range, Refrigerator, Dishwasher, Wall Oven.",Whirlpool,In Stock,https://www.partselect.com/PS11728019-Whirlpool-W10839793-Plate.htm?SourceCode=18
Refrigerator Plate,PS11712057,MFT62346511,,N/A,N/A,N/A,"Refrigerator, Dishwasher.",LG,In Stock,https://www.partselect.com/PS11712057-LG-MFT62346511-Plate.htm?SourceCode=18
Refrigerator Chrome Badge,PS16659851,WR02X35066,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS16659851-GE-WR02X35066-Chrome-Badge.htm?SourceCode=18
Refrigerator Plate,PS11738155,W10876598,,N/A,N/A,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738155-Whirlpool-W10876598-Plate.htm?SourceCode=18
Refrigerator Cleaning Brush,PS1817576,4210463RW,,N/A,N/A,N/A,"Refrigerator, Dryer.",Whirlpool,In Stock,https://www.partselect.com/PS1817576-Whirlpool-4210463RW-Cleaning-Brush.htm?SourceCode=18
Refrigerator Bush,PS11711207,MBF62704701,,N/A,N/A,N/A,Refrigerator.,LG,In Stock,https://www.partselect.com/PS11711207-LG-MBF62704701-BUSH.htm?SourceCode=18
Refrigerator Bush,PS11711206,MBF62424301,,N/A,N/A,N/A,Refrigerator.,LG,Special Order,https://www.partselect.com/PS11711206-LG-MBF62424301-BUSH.htm?SourceCode=18
Refrigerator Bush,PS12747797,4984JQ3001A,,N/A,N/A,N/A,Refrigerator.,LG,Special Order,https://www.partselect.com/PS12747797-LG-4984JQ3001A-BUSH.htm?SourceCode=18
Refrigerator Bush,PS12748834,MBF64824101,,N/A,N/A,N/A,Refrigerator.,LG,Special Order,https://www.partselect.com/PS12748834-LG-MBF64824101-BUSH.htm?SourceCode=18
Refrigerator Assembly Brush;- Universal U,PS4246077,DJ67-60173G,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS4246077-Samsung-DJ67-60173G-Assembly-BRUSH-UNIVERSAL-U.htm?SourceCode=18
Refrigerator Body Brush;vc-export Pe,PS4247189,DJ72-10219B,,N/A,N/A,N/A,"Canister Vacuum, Refrigerator.",Samsung,Special Order,https://www.partselect.com/PS4247189-Samsung-DJ72-10219B-BODY-BRUSH-VC-EXPORT-PE.htm?SourceCode=18
Refrigerator Cleaning Brush,PS3412252,L304433062,,N/A,N/A,N/A,"Refrigerator, Dryer.",Frigidaire,Special Order,https://www.partselect.com/PS3412252-Frigidaire-L304433062-Cleaning-Brush.htm?SourceCode=18
Refrigerator Bush,PS7794494,MBF62743901,,N/A,N/A,N/A,Refrigerator.,LG,Special Order,https://www.partselect.com/PS7794494-LG-MBF62743901-BUSH.htm?SourceCode=18
Refrigerator Bush,PS7794495,MBF62744001,,N/A,N/A,N/A,Refrigerator.,LG,Special Order,https://www.partselect.com/PS7794495-LG-MBF62744001-BUSH.htm?SourceCode=18
Refrigerator Assembly Accessory;bk Pair M,PS11733706,DA99-04206A,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11733706-Samsung-DA99-04206A-Assembly-ACCESSORY-BK-PAIR-M.htm?SourceCode=18
Refrigerator Assembly Install-accessory;i,PS11758669,DA99-03490T,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11758669-Samsung-DA99-03490T-Assembly-INSTALL-ACCESSORY-I.htm?SourceCode=18
Refrigerator Accessory Assembly,PS11760131,AAA76464401,,N/A,N/A,N/A,"Washer Dryer Combo, Refrigerator, Dryer, Steamer.",LG,Special Order,https://www.partselect.com/PS11760131-LG-AAA76464401-ACCESSORY-ASSEMBLY.htm?SourceCode=18
Refrigerator Assy Install-accessory;valve,PS12707652,DA99-03490S,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS12707652-Samsung-DA99-03490S-ASSY-INSTALL-ACCESSORY-VALVE.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf8000b 4dr,PS16734128,DA99-04371V,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734128-Samsung-DA99-04371V-ASSY-ACCESSORY-CUSTOM-PANEL-RF8000B-4DR.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf8000b 4dr,PS16734129,DA99-04371W,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734129-Samsung-DA99-04371W-ASSY-ACCESSORY-CUSTOM-PANEL-RF8000B-4DR.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf9000 B Gla,PS16734136,DA99-04379E,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734136-Samsung-DA99-04379E-ASSY-ACCESSORY-CUSTOM-PANEL-RF9000-B-GLA.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf9000 B Gla,PS16734137,DA99-04379S,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734137-Samsung-DA99-04379S-ASSY-ACCESSORY-CUSTOM-PANEL-RF9000-B-GLA.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf9900t Ref,PS16734139,DA99-04433B,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734139-Samsung-DA99-04433B-ASSY-ACCESSORY-CUSTOM-PANEL-RF9900T-REF.htm?SourceCode=18
Refrigerator Assy Accessory-custom Panel;rf9900t Fre,PS16734140,DA99-04435B,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16734140-Samsung-DA99-04435B-ASSY-ACCESSORY-CUSTOM-PANEL-RF9900T-FRE.htm?SourceCode=18
Refrigerator Led Transformer,PS12113353,WR62X26946,,N/A,N/A,N/A,Refrigerator.,GE,In Stock,https://www.partselect.com/PS12113353-GE-WR62X26946-LED-TRANSFORMER.htm?SourceCode=18
Refrigerator Transformer,PS11738264,WP11001154,,Really Easy ,Less than 15 mins ,N/A,Refrigerator.,Whirlpool,In Stock,https://www.partselect.com/PS11738264-Whirlpool-WP11001154-Refrigerator-Transformer.htm?SourceCode=18
Refrigerator Transformer,PS11755510,WPW10485951,,N/A,N/A,N/A,"Ice Maker, Refrigerator.",Whirlpool,In Stock,https://www.partselect.com/PS11755510-Whirlpool-WPW10485951-Transformer.htm?SourceCode=18
Refrigerator Condenser-formed Fd,PS17216071,W11673437,,N/A,N/A,N/A,Refrigerator.,Whirlpool,On Order,https://www.partselect.com/PS17216071-Whirlpool-W11673437-CONDENSER-FORMED-FD.htm?SourceCode=18
Refrigerator Transformer,PS11724882,11006454,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,Special Order,https://www.partselect.com/PS11724882-Bosch-11006454-TRANSFORMER.htm?SourceCode=18
Refrigerator Transformer,PS12172925,WR55X25995,,N/A,N/A,N/A,"Ice Maker, Refrigerator.",GE,Special Order,https://www.partselect.com/PS12172925-GE-WR55X25995-TRANSFORMER.htm?SourceCode=18
Refrigerator Transformer Tray,PS16743610,WR17X34608,,N/A,N/A,N/A,Refrigerator.,GE,Special Order,https://www.partselect.com/PS16743610-GE-WR17X34608-TRANSFORMER-TRAY.htm?SourceCode=18
Refrigerator Transformer,PS8723817,00499846,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,Special Order,https://www.partselect.com/PS8723817-Bosch-00499846-TRANSFORMER.htm?SourceCode=18
Refrigerator Transformer,PS8723842,00499930,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,In Stock,https://www.partselect.com/PS8723842-Bosch-00499930-TRANSFORMER.htm?SourceCode=18
Refrigerator Transformer,PS8726484,00605681,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,Special Order,https://www.partselect.com/PS8726484-Bosch-00605681-TRANSFORMER.htm?SourceCode=18
Refrigerator Worktop,PS8730573,00646943,,N/A,N/A,N/A,"Freezer, Refrigerator.",Bosch,In Stock,https://www.partselect.com/PS8730573-Bosch-00646943-WORKTOP.htm?SourceCode=18
Refrigerator Table Top,PS4176687,DA97-12706C,,N/A,N/A,N/A,Refrigerator.,Samsung,On Order,https://www.partselect.com/PS4176687-Samsung-DA97-12706C-Table-Top.htm?SourceCode=18
Refrigerator Worktop,PS11705150,00772280,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,Special Order,https://www.partselect.com/PS11705150-Bosch-00772280-WORKTOP.htm?SourceCode=18
Refrigerator Assembly Top Table;aw2-cd 14,PS11718152,DA97-14978C,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11718152-Samsung-DA97-14978C-Assembly-TOP-TABLE-AW2-CD-14.htm?SourceCode=18
Refrigerator Worktop,PS11724965,11010035,,N/A,N/A,N/A,Refrigerator.,Bosch,Special Order,https://www.partselect.com/PS11724965-Bosch-11010035-WORKTOP.htm?SourceCode=18
Refrigerator Worktop,PS11724966,11010036,,N/A,N/A,N/A,Refrigerator.,Bosch,Special Order,https://www.partselect.com/PS11724966-Bosch-11010036-WORKTOP.htm?SourceCode=18
Refrigerator Worktop,PS11724967,11010037,,N/A,N/A,N/A,"Refrigerator, Freezer.",Bosch,Special Order,https://www.partselect.com/PS11724967-Bosch-11010037-WORKTOP.htm?SourceCode=18
Refrigerator Assembly Top Table;rf9000jc,PS11733534,DA97-13703T,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11733534-Samsung-DA97-13703T-Assembly-TOP-TABLE-RF9000JC.htm?SourceCode=18
Refrigerator Assembly Top Table;aw2-14 Fd,PS11733586,DA97-14978H,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11733586-Samsung-DA97-14978H-Assembly-TOP-TABLE-AW2-14-FD.htm?SourceCode=18
Refrigerator Assembly Top Table;rf9500k B,PS11758618,DA97-12527Q,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS11758618-Samsung-DA97-12527Q-Assembly-TOP-TABLE-RF9500K-B.htm?SourceCode=18
Refrigerator Solenoid Saddle,PS298447,WR2X7309,,N/A,N/A,N/A,Refrigerator.,GE,Special Order,https://www.partselect.com/PS298447-GE-WR2X7309-Solenoid-Saddle.htm?SourceCode=18
Refrigerator Diaphragm,PS12232042,W10804411,,N/A,N/A,N/A,Refrigerator.,Whirlpool,Special Order,https://www.partselect.com/PS12232042-Whirlpool-W10804411-Diaphragm.htm?SourceCode=18
Refrigerator Service Shokblok,PS16622707,DA81-08684A,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS16622707-Samsung-DA81-08684A-Service-Shokblok.htm?SourceCode=18
Refrigerator R-carbon;20kohm 5% 1/4w,PS4130434,2001-000495,,N/A,N/A,N/A,"Microwave, Refrigerator, Microwave Oven Combo.",Samsung,Special Order,https://www.partselect.com/PS4130434-Samsung-2001-000495-R-CARBON-20KOHM-5-1-4W.htm?SourceCode=18
Refrigerator Emi Filter Coil Choke,PS4138175,DA27-00001A,,N/A,N/A,N/A,Refrigerator.,Samsung,In Stock,https://www.partselect.com/PS4138175-Samsung-DA27-00001A-Emi-Filter-Coil-Choke.htm?SourceCode=18
Refrigerator Link,PS3523031,4520JJ2001A,,N/A,N/A,N/A,"Refrigerator, Freezer.",LG,Special Order,https://www.partselect.com/PS3523031-LG-4520JJ2001A-Link.htm?SourceCode=18
Refrigerator R-carbon;4.7ohm 5% 1/4w,PS9504251,2001-000017,,N/A,N/A,N/A,Refrigerator.,Samsung,Special Order,https://www.partselect.com/PS9504251-Samsung-2001-000017-R-CARBON-4-7OHM-5-1-4W.htm?SourceCode=18
Refrigerator R-carbon;100ohm 5% 1/4w,PS9504260,2001-000027,,N/A,N/A,N/A,"Refrigerator, Air Conditioner, Washer, Dryer.",Samsung,Special Order,https://www.partselect.com/PS9504260-Samsung-2001-000027-R-CARBON-100OHM-5-1-4W.htm?SourceCode=18
Refrigerator R-carbon;220ohm 5% 1/4w,PS9504264,2001-000034,,N/A,N/A,N/A,"Dryer, Refrigerator, Range, Wall Oven.",Samsung,Special Order,https://www.partselect.com/PS9504264-Samsung-2001-000034-R-CARBON-220OHM-5-1-4W.htm?SourceCode=18
Refrigerator R-carbon;330ohm 5% 1/4w,PS9504266,2001-000036,,N/A,N/A,N/A,"Refrigerator, Microwave Oven Combo.",Samsung,Special Order,https://www.partselect.com/PS9504266-Samsung-2001-000036-R-CARBON-330OHM-5-1-4W.htm?SourceCode=18
